PositionGroup,Weather,Temperature,FieldType,StadiumType,Injured
DL,Cloudy,80,Natural,Outdoor,0
DL,Clear,79,Natural,Outdoor,0
DB,Clear,71,Natural,Outdoor,0
LB,Cloudy,63,Natural,Outdoor,0
LB,Partly Cloudy,84,Synthetic,Indoors,0
LB,Cloudy,44,Synthetic,Outdoor,0
LB,Cloudy,71,Natural,Outdoor,0
WR,Mostly Cloudy,84,Synthetic,Retractable Roof,0
LB,Partly Sunny,53,Natural,Outdoor,0
LB,Cloudy,81,Natural,Outdoor,0
WR,Cloudy,39,Synthetic,Outdoor,0
LB,Cloudy,50,Natural,Outdoor,0
WR,"Cloudy, fog started developing in 2nd quarter",56,Synthetic,Outdoor,0
WR,Sunny,80,Synthetic,Retractable Roof,0
LB,Heat Index 95,89,Natural,Outdoor,0
DB,Indoors,68,Synthetic,Domed,0
DL,Rain Chance 40%,97,Natural,Open,0
OL,Cloudy,53,Synthetic,Outdoor,0
WR,Partly Cloudy,50,Natural,Outside,0
DB,Sunny,27,Natural,Outdoor,0
DB,Cloudy,48,Synthetic,Outdoor,0
WR,Controlled Climate,68,Synthetic,Indoors,0
DB,Partly cloudy,46,Synthetic,Outdoors,0
OL,Mostly Cloudy,82,Natural,Outdoor,0
LB,Cloudy,60,Synthetic,Outdoor,0
OL,Sunny,84,Natural,Outdoor,0
LB,Cloudy,52,Natural,Outdoor,0
OL,Cloudy,91,Natural,Outdoor,0
WR,Rain,58,Natural,Outdoor,0
OL,Cloudy,45,Synthetic,Outdoor,0
DB,Indoors,68,Synthetic,Domed,0
RB,Mostly Cloudy,51,Synthetic,Outdoor,0
QB,"Cloudy, fog started developing in 2nd quarter",56,Synthetic,Outdoor,0
DB,Cloudy,39,Synthetic,Outdoor,0
OL,Sunny,75,Natural,Outdoor,0
DB,Cloudy,37,Natural,Outdoor,0
DB,Sunny,68,Synthetic,Outdoor,0
DB,Cloudy,17,Natural,Outdoor,0
DL,Sunny,81,Natural,Ourdoor,0
OL,Cloudy,58,Natural,Outdoor,0
RB,Partly Cloudy,89,Natural,Outdoor,0
QB,Clear Skies,48,Natural,Outdoors,0
LB,Indoor,70,Synthetic,Indoors,0
DB,Cloudy,62,Natural,Outdoor,0
DB,Sunny,66,Natural,Outdoor,0
DL,Cloudy,48,Natural,Outdoor,0
DL,Clear,57,Natural,Outdor,0
DL,Sunny and clear,43,Natural,Outdoor,0
DL,Mostly cloudy,67,Synthetic,"Domed, open",0
DL,Controlled Climate,68,Synthetic,Indoors,0
OL,Sunny,92,Natural,Outdoor,0
WR,Clear,71,Natural,Outdoor,0
DB,Mostly Cloudy,85,Synthetic,Indoors,0
WR,Clear,82,Natural,Outdoor,0
DB,Fair,31,Synthetic,Outdoors,0
WR,Partly Cloudy,83,Synthetic,Retractable Roof,0
OL,Controlled Climate,68,Synthetic,Indoors,0
WR,Partly clear,60,Synthetic,"Domed, open",0
DB,Clear,76,Natural,Outdoor,0
OL,Mostly sunny,73,Synthetic,Retr. Roof - Open,0
WR,Cloudy,68,Synthetic,Retr. Roof-Closed,0
RB,Sunny,84,Synthetic,Outdoor,0
LB,Cloudy,67,Natural,Outdoor,0
WR,Sunny,60,Natural,Outdoors,0
LB,Cloudy,81,Natural,Outdoor,0
LB,Clear,10,Natural,Outdoor,0
DB,Cloudy,71,Natural,Outdoor,0
OL,Cloudy,91,Natural,Outdoor,0
DL,Cloudy,77,Natural,Outdoor,0
DB,Cloudy,48,Synthetic,Outdoor,0
DB,Sunny,46,Natural,Outdoors,0
RB,Partly Cloudy,86,Natural,Outdoor,0
WR,Mostly sunny,73,Synthetic,Retr. Roof - Open,0
SPEC,Sunny,79,Natural,Outdoors,0
WR,Partly Cloudy,89,Synthetic,Retractable Roof,0
LB,Sunny,69,Synthetic,Indoors,0
DL,Mostly Cloudy,72,Natural,Outdoor,0
DL,Controlled Climate,68,Synthetic,Indoors,0
LB,Cloudy,68,Natural,Outdoor,0
OL,Partly cloudy,46,Synthetic,Outdoors,0
OL,Clear,55,Natural,Outdoor,0
DB,Sunny,27,Natural,Outdoor,0
DB,Clear,76,Natural,Outdoor,0
DB,Sunny,46,Natural,Outdoor,0
DL,Cloudy,42,Synthetic,Outdoors,0
WR,Clear,82,Natural,Outdoor,0
LB,Cloudy,42,Synthetic,Outdoors,0
WR,Partly Cloudy,83,Synthetic,Retractable Roof,0
DL,Cloudy,23,Natural,Outdoor,0
DL,Sunny,83,Natural,Outdoors,0
DB,Cloudy,39,Synthetic,Outdoor,0
LB,Rain,52,Natural,Outdoor,0
LB,Clear,82,Natural,Outdoor,0
DB,Cloudy,91,Natural,Outdoor,0
OL,Sunny,45,Natural,Outdoor,0
OL,Sunny,87,Synthetic,Retractable Roof,0
WR,Clear,69,Natural,Outdoor,0
DB,Mostly Sunny,39,Synthetic,Outdoor,0
OL,Sunny,66,Natural,Outdoors,0
OL,Mostly Cloudy,87,Synthetic,Retractable Roof,0
LB,"Cloudy, Rain",43,Natural,Outdoor,0
LB,Partly Cloudy,57,Natural,Outdoors,0
DB,Cloudy,63,Natural,Outdoor,0
DL,Sunny,65,Natural,Outdoor,0
DB,Sunny,74,Synthetic,Outdoors,0
DB,Cloudy,83,Natural,Outdoor,0
LB,Partly Cloudy,48,Natural,Outdoor,0
WR,Sunny,70,Natural,Outdoors,0
OL,Clear,44,Natural,Outdoor,0
LB,Partly Cloudy,80,Natural,Outdoor,0
WR,Indoors,53,Synthetic,Dome,0
DB,Sunny and clear,43,Natural,Outdoor,0
WR,Sunny,72,Natural,Dome,0
DL,Mostly Cloudy,42,Natural,Outdoors,0
WR,Cloudy,42,Natural,Outdoor,0
DL,Rain,53,Synthetic,Outdoor,0
LB,Mostly Cloudy,85,Synthetic,Indoors,0
QB,Sunny,54,Synthetic,Indoors,0
OL,Sunny,27,Natural,Outdoor,0
WR,Cloudy,39,Synthetic,Outdoor,0
LB,Partly Cloudy,62,Natural,Outdoor,0
LB,Sunny,72,Natural,Outdoor,0
WR,Light Rain,63,Synthetic,Outdoor,0
DB,Cloudy,77,Synthetic,Indoors,0
DL,"Cloudy, chance of rain",61,Synthetic,Outdoor,0
DB,Partly Cloudy,48,Natural,Outdoor,0
WR,Clear to Partly Cloudy,83,Natural,Outdoor,0
WR,Partly Cloudy,55,Natural,Outdoor,0
DB,Cloudy,73,Synthetic,Outdoor,0
TE,Cloudy,81,Natural,Outdoor,0
DB,cloudy,48,Natural,Outdoor,0
WR,Cloudy,48,Natural,Outdoor,0
OL,Clear,57,Natural,Outdoors,0
RB,Partly sunny,78,Synthetic,Retr. Roof-Closed,0
DB,Cloudy,79,Natural,Outdoor,0
QB,Controlled Climate,68,Synthetic,Indoors,0
DB,Clear,71,Natural,Outdoor,0
WR,Sunny,28,Natural,Outdoor,0
LB,Cloudy,43,Synthetic,Outdoor,0
QB,Cloudy,42,Natural,Outdoors,0
DB,Rain shower,39,Synthetic,Outdoors,0
DB,Cloudy,77,Natural,Outdoor,0
WR,Partly Cloudy,62,Natural,Outdoor,0
OL,Sunny,79,Natural,Outdoors,0
LB,Sunny,41,Natural,Outdoors,0
DL,Mostly cloudy,22,Synthetic,Outdoors,0
DB,Rain,66,Natural,Outdoors,0
DB,Partly Cloudy,86,Synthetic,Indoors,0
DB,Cloudy,60,Natural,Outdoor,0
DB,Cloudy,44,Synthetic,Outdoor,0
DB,Rain,36,Synthetic,Outdoor,0
DB,Mostly Cloudy,73,Natural,Outdoor,0
WR,Cloudy,68,Synthetic,Retr. Roof-Closed,0
LB,cloudy,48,Natural,Outdoor,0
DB,Rain,62,Synthetic,Outdoor,0
TE,Partly clear,60,Synthetic,"Domed, open",0
DB,Sunny,38,Synthetic,Retr. Roof-Closed,0
LB,Cloudy,36,Natural,Outdoor,0
DB,Clear,82,Natural,Outdoor,0
LB,Cloudy,33,Natural,Outdoor,0
WR,Sunny,81,Natural,Ourdoor,0
DB,Sunny,55,Natural,Outdoor,0
WR,Cloudy,77,Synthetic,Indoors,0
RB,Mostly Cloudy,85,Synthetic,Indoors,0
DB,Light Rain,61,Natural,Outdoor,0
OL,Partly Sunny,87,Natural,Outdoor,0
LB,Rain,52,Natural,Outdoor,0
DB,Sunny,72,Synthetic,Retractable Roof,0
OL,Sunny,66,Natural,Outdoor,0
LB,Partly Cloudy,46,Synthetic,Outdoor,0
OL,Sunny,81,Natural,Ourdoor,0
WR,Clear Skies,70,Synthetic,Indoor,0
LB,Coudy,61,Natural,Outdoors,0
DB,Mostly cloudy,67,Synthetic,"Domed, open",0
DL,Light Rain,63,Synthetic,Outdoor,0
OL,Mostly Cloudy,73,Natural,Outdoor,0
LB,Sunny,52,Natural,Outdoors,0
DB,Mostly Sunny,41,Natural,Outdoor,0
DL,Partly Cloudy,48,Natural,Outdoor,0
QB,"Cloudy, fog started developing in 2nd quarter",56,Synthetic,Outdoor,0
WR,Sunny,74,Synthetic,Outdoors,0
WR,Mostly Sunny,71,Natural,Outdoor,0
DB,Mostly sunny,49,Synthetic,Outdoors,0
QB,"Rain likely, temps in low 40s.",39,Natural,Outdoor,0
WR,Sunny Skies,57,Natural,Outdoor,0
WR,Clear,82,Natural,Outdoor,0
WR,Sunny,46,Synthetic,Outdoor,0
WR,Clear,78,Synthetic,"Indoor, Open Roof",0
DL,Cloudy,19,Natural,Outdoor,0
WR,Controlled Climate,68,Synthetic,Indoors,0
DB,Sunny,80,Synthetic,Outdoor,0
WR,Cloudy,91,Natural,Outdoor,0
DL,Cloudy,68,Natural,Outdoor,0
OL,Sunny,80,Natural,Outdoors,0
DB,Sunny,44,Natural,Outdoor,0
LB,Sunny,68,Synthetic,Outdoor,0
LB,Sunny,66,Natural,Outdoors,0
DB,Clear Skies,70,Synthetic,Indoor,0
OL,Cloudy,40,Natural,Outdoors,0
DL,Cloudy,43,Synthetic,Outdoor,0
WR,Cloudy,48,Natural,Outdoor,0
DB,Rain,61,Natural,Outdoor,0
LB,Partly Sunny,69,Natural,Outdoor,0
TE,Partly Cloudy,84,Natural,Open,0
RB,Partly Cloudy,84,Synthetic,Indoors,0
DB,Sunny,44,Natural,Outdoor,0
DL,Sunny,76,Natural,Outdoor,0
DB,Partly cloudy,70,Natural,Outdoor,0
OL,Sunny,40,Synthetic,Outdoor,0
QB,Clear,76,Natural,Outdoor,0
DB,Partly Cloudy,84,Synthetic,Indoors,0
DB,Clear,76,Natural,Outdoor,0
WR,Cloudy,53,Natural,Outdoor,0
WR,Cloudy,55,Natural,Outdoors,0
OL,Cloudy,33,Synthetic,Outdoors,0
OL,Mostly cloudy,57,Synthetic,Retr. Roof - Closed,0
OL,Controlled Climate,68,Synthetic,Indoors,0
OL,Cloudy,42,Natural,Outdoor,0
LB,Rain Chance 40%,97,Natural,Open,0
LB,Rain,54,Natural,Outdoor,0
OL,"Cloudy, light snow accumulating 1-3""",24,Natural,Outdoor,0
RB,Cloudy,68,Synthetic,Retr. Roof-Closed,0
DL,Cloudy,82,Natural,Outdoor,0
RB,Sunny,60,Natural,Outdoors,0
DL,Clear,69,Natural,Outdoor,0
DB,Rain,62,Synthetic,Outdoor,0
QB,"Cloudy with periods of rain, thunder possible. Winds shifting to WNW, 10-20 mph.",70,Natural,Outdoor,0
LB,Cloudy,68,Natural,Outdoor,0
DB,Sunny,44,Natural,Outdoor,0
WR,Partly Cloudy,31,Synthetic,Outdoor,0
WR,Sunny,72,Natural,Dome,0
OL,Cloudy,65,Natural,Outdoor,0
WR,Fair,50,Natural,Outdoor,0
LB,Sunny,83,Natural,Outdoors,0
WR,Cloudy,80,Natural,Outdoor,0
DB,Cloudy,39,Synthetic,Outdoor,0
OL,Scattered Showers,89,Natural,Outdoor,0
DB,Clear,55,Natural,Outdoor,0
RB,Partly Cloudy,48,Natural,Outdoor,0
RB,Sunny,64,Natural,Outdoor,0
LB,Partly Cloudy,33,Natural,Outdoor,0
DL,Clear,79,Natural,Outdoor,0
OL,Partly Cloudy,89,Natural,Outdoor,0
DL,Sunny,66,Natural,Outdoor,0
LB,Mostly Cloudy,37,Natural,Outdoor,0
LB,Cloudy,49,Natural,Outdoor,0
WR,Cloudy,72,Synthetic,Retr. Roof Closed,0
OL,Cloudy,66,Synthetic,Retractable Roof,0
DB,Controlled Climate,68,Synthetic,Indoors,0
WR,Partly Cloudy,80,Natural,Outdoors,0
LB,Controlled Climate,68,Synthetic,Indoors,0
OL,Partly Cloudy,72,Natural,Outdoor,0
WR,Clear,82,Natural,Outdoor,0
LB,Cloudy,91,Natural,Outdoor,0
WR,Cloudy,50,Natural,Outdoor,0
TE,Sunny,61,Natural,Outdoor,0
LB,Mostly Cloudy,60,Natural,Outdoor,0
WR,Rain,58,Natural,Outdoor,0
LB,Cloudy,44,Synthetic,Outdoor,0
WR,Clear,82,Natural,Outdoor,0
DB,Sunny,84,Synthetic,Outdoor,0
LB,Cloudy,68,Synthetic,Retr. Roof-Closed,0
OL,Clear,51,Synthetic,Retractable Roof,0
DL,Partly Cloudy,79,Natural,Outdoor,0
DL,cloudy,66,Natural,Outdoor,0
DL,Indoors,53,Synthetic,Dome,0
WR,Partly Cloudy,72,Natural,Outdoor,0
LB,Cloudy,37,Natural,Outdoor,0
LB,Partly Cloudy,85,Synthetic,Retractable Roof,0
WR,Mostly Sunny,71,Natural,Outdoor,0
LB,Sunny,58,Natural,Outdoor,0
DB,Partly Cloudy,86,Synthetic,Indoors,0
WR,Clear,71,Natural,Outdoor,0
DB,Sunny,60,Natural,Outdoor,0
LB,Sunny,68,Natural,Outdoor,0
OL,Cloudy,68,Natural,Outdoor,0
LB,Cloudy,53,Synthetic,Outdoor,0
OL,Cloudy,33,Natural,Outdoor,0
DB,Clear,88,Natural,Outdoor,0
DB,Controlled Climate,68,Synthetic,Indoors,0
OL,Cloudy,71,Natural,Outdoor,0
LB,Sunny,67,Natural,Outdoors,0
DB,Partly Cloudy,89,Natural,Outdoor,0
WR,Cloudy,65,Natural,Outdoor,0
WR,Rain,62,Synthetic,Outdoor,0
DB,Cloudy,65,Natural,Outdoor,0
OL,Partly Cloudy,72,Natural,Outdoor,0
DB,Sunny,44,Natural,Outdoor,0
RB,Sunny,51,Natural,Outdoor,0
LB,Cloudy,81,Natural,Outdoor,0
WR,Rain,36,Synthetic,Outdoor,0
DB,Mostly Sunny,39,Synthetic,Outdoor,0
LB,Partly Cloudy,46,Synthetic,Outdoor,0
LB,Rain,61,Natural,Outdoor,0
LB,Indoor,70,Synthetic,Indoors,0
DB,Partly Cloudy,72,Natural,Outdoor,0
QB,Mostly Cloudy,37,Natural,Outdoor,0
DB,Partly Cloudy,33,Natural,Outdoor,0
QB,Cloudy,52,Natural,Outdoor,0
DB,Cloudy,44,Synthetic,Outdoor,0
WR,Sunny,83,Synthetic,Outdoors,0
WR,Partly Cloudy,48,Natural,Oudoor,0
OL,Partly Cloudy,76,Natural,Open,0
LB,Cloudy,83,Natural,Outdoor,0
LB,Mostly Cloudy,80,Natural,Outdoor,0
LB,Cloudy,19,Natural,Outdoor,0
DB,Cloudy,44,Synthetic,Outdoor,0
DB,Partly Cloudy,56,Natural,Outdoor,0
OL,Clear and Sunny,56,Natural,Outdoor,0
OL,Mostly Cloudy,51,Natural,Outdoor,0
WR,Sunny,45,Natural,Outdoor,0
OL,Clear,44,Natural,Outdoor,0
OL,Cloudy,62,Natural,Outdoor,0
OL,Cloudy,79,Natural,Outdoor,0
DL,Cloudy,65,Natural,Outdoor,0
OL,Sunny,72,Natural,Outdoors,0
DB,Sunny,47,Synthetic,Retr. Roof-Open,0
DB,Clear,53,Natural,Outdoors,0
LB,Clear,82,Natural,Outdoor,0
LB,10% Chance of Rain,78,Natural,Open,0
DB,Clear and warm,63,Synthetic,Outdoor,0
LB,"Cloudy, chance of rain",61,Synthetic,Outdoor,0
OL,Cloudy,53,Natural,Outdoor,0
OL,Partly Cloudy,86,Natural,Outdoor,0
DL,Sunny,54,Natural,Outdoor,0
DB,Partly Cloudy,84,Synthetic,Indoors,0
DB,Cloudy,61,Natural,Outdoor,0
LB,Cold,38,Natural,Outdoor,0
OL,Cloudy,81,Natural,Outdoors,0
DB,Cloudy,45,Synthetic,Outdoor,0
WR,Mostly Cloudy,35,Synthetic,Outdoor,0
LB,Light Rain,61,Natural,Outdoor,0
WR,Mostly Cloudy,51,Synthetic,Retractable Roof,0
LB,Sunny,83,Natural,Outdoors,0
DB,Sun & clouds,65,Synthetic,Outdoors,0
LB,Cloudy,44,Synthetic,Outdoor,0
DB,Scattered Showers,89,Natural,Outdoor,0
DL,Clear,69,Natural,Outdoor,0
LB,Mostly Cloudy,65,Synthetic,Outdoor,0
DB,Cloudy,65,Natural,Outdoor,0
TE,Clear,71,Natural,Dome,0
WR,Mostly Cloudy,51,Synthetic,Outdoor,0
WR,Snow,11,Natural,Outdoors,0
OL,Sunny,92,Natural,Outdoor,0
LB,Clear Skies,70,Synthetic,Indoor,0
DB,Sunny,27,Natural,Outdoor,0
WR,Cloudy,35,Natural,Outdoor,0
DL,Clear,90,Synthetic,Indoors,0
LB,Cloudy,45,Synthetic,Outdoor,0
OL,Sunny,88,Natural,Outddors,0
LB,Sunny,61,Natural,Outdoor,0
DB,Sunny,61,Synthetic,Outdoor,0
OL,Clear and warm,63,Synthetic,Outdoor,0
DB,Rain,58,Natural,Outdoor,0
WR,Cloudy,50,Natural,Outdoor,0
DB,Partly Cloudy,89,Natural,Outdoor,0
RB,Cloudy,25,Natural,Outdoor,0
WR,Mostly Cloudy,84,Synthetic,Retractable Roof,0
LB,Partly Cloudy,57,Natural,Outdoors,0
DB,Sunny,72,Natural,Dome,0
DB,Cloudy,43,Synthetic,Outdoor,0
WR,Sunny,52,Natural,Outdoors,0
RB,Controlled Climate,68,Synthetic,Indoors,0
LB,Indoors,53,Synthetic,Dome,0
DB,Cloudy,61,Natural,Outdoor,0
DB,Rain,60,Natural,Outdoor,0
DB,Partly Cloudy,90,Natural,Outdoor,0
RB,Mostly Sunny,71,Natural,Outdoor,0
LB,Partly sunny,78,Synthetic,Retr. Roof-Closed,0
DB,Sunny,67,Natural,Outdoor,0
LB,Sunny,45,Natural,Outdoor,0
WR,Cloudy,42,Natural,Outdoor,0
DL,Controlled Climate,68,Synthetic,Indoors,0
WR,Cloudy,42,Synthetic,Retr. Roof - Closed,0
DL,Controlled Climate,68,Synthetic,Indoors,0
WR,Cloudy,35,Natural,Outdoor,0
OL,Cloudy,80,Natural,Outdoor,0
DB,Cloudy,23,Natural,Outdoor,0
LB,Clear,38,Natural,Outdoor,0
WR,Clear,71,Natural,Outdoor,0
WR,Clear Skies,48,Natural,Outdoors,0
OL,Cloudy,35,Synthetic,Outdoor,0
DB,Sunny,28,Natural,Outdoor,0
LB,Sunny,46,Natural,Outdoor,0
OL,Mostly Cloudy,37,Natural,Outdoor,0
DL,Partly Cloudy,42,Natural,Outdoors,0
DB,Scattered Showers,89,Natural,Outdoor,0
LB,Sunny,63,Natural,Outdoor,0
DB,Cloudy and cold,13,Synthetic,Outdoor,0
DB,Cloudy,73,Natural,Outdoors,0
DB,Sunny,70,Natural,Dome,0
OL,Rain Chance 40%,97,Natural,Open,0
DL,Sunny,80,Natural,Outdoor,0
WR,Controlled Climate,68,Synthetic,Indoors,0
WR,Sunny,51,Natural,Outdoors,0
DB,Sunny,80,Synthetic,Outdoor,0
WR,Overcast,43,Synthetic,Outdoor,0
DL,Cloudy,36,Natural,Outdoor,0
DB,Cloudy,47,Synthetic,Outdoor,0
OL,Cloudy,39,Natural,Outdoors,0
OL,Cloudy,43,Synthetic,Outdoor,0
OL,Partly Sunny,54,Natural,Outdoor,0
DB,Rain,63,Synthetic,Outdoor,0
WR,Partly Cloudy,85,Synthetic,Retractable Roof,0
LB,Sunny,84,Natural,Outdoor,0
LB,Sunny,84,Natural,Outdoor,0
OL,Mostly Coudy,69,Synthetic,Outdoor,0
QB,Sunny,66,Natural,Outdoor,0
WR,Cloudy,48,Natural,Outdoor,0
DB,Sunny,83,Synthetic,Retr. Roof - Closed,0
LB,Sunny,92,Natural,Outdoor,0
DL,Cloudy,52,Natural,Outdoor,0
DB,Cloudy,75,Natural,Outdoors,0
WR,Hazy,69,Natural,Outdoor,0
LB,Sunny,83,Natural,Outdoors,0
LB,Sunny,28,Natural,Outdoor,0
DL,Sunny,79,Natural,Outdoors,0
QB,"Rain likely, temps in low 40s.",39,Natural,Outdoor,0
DB,Controlled Climate,68,Synthetic,Indoors,0
OL,Sunny,56,Synthetic,Outdoor,0
WR,Sunny,45,Natural,Outdoor,0
WR,Cloudy,81,Natural,Outdoor,0
LB,Cloudy,42,Synthetic,Outdoors,0
DB,Sunny,63,Synthetic,Outdoor,0
LB,Cloudy,40,Natural,Outdoors,0
DB,Mostly sunny,49,Synthetic,Outdoors,0
WR,Cloudy,72,Natural,Outdoor,0
DB,Sunny,75,Natural,Outdoor,0
OL,Sunny,60,Natural,Outdoor,0
OL,Clear,88,Natural,Outdoor,0
DL,Partly Cloudy,42,Natural,Outdoors,0
OL,Sunny,64,Natural,Outdoor,0
TE,Cloudy,68,Natural,Outdoor,0
DL,Cloudy,91,Natural,Outdoor,0
DB,Sunny,67,Natural,Outdoors,0
LB,Indoors,53,Synthetic,Dome,0
DB,Cloudy and Cool,62,Synthetic,Outdoor,0
TE,Sunny,60,Natural,Outdoors,0
DB,Cloudy,50,Natural,Outdoor,0
LB,Clear,44,Natural,Outdoor,0
OL,Cloudy,81,Natural,Outdoors,0
OL,Cloudy,52,Natural,Outdoors,0
WR,Sunny,55,Natural,Outdoor,0
LB,Cloudy,80,Natural,Outdoor,0
OL,Clear,79,Natural,Outdoor,0
WR,Cloudy,44,Synthetic,Outdoors,0
LB,Cloudy,83,Natural,Outdoor,0
DB,Clear,88,Natural,Outdoor,0
OL,Sunny,81,Natural,Ourdoor,0
DL,Sunny,52,Natural,Outdoors,0
DB,Cloudy,50,Natural,Outdoor,0
DL,Sunny,80,Natural,Outdoor,0
OL,Controlled Climate,68,Synthetic,Indoors,0
WR,Partly Cloudy,89,Natural,Outdoor,0
LB,Mostly Cloudy,80,Natural,Outdoor,0
DB,Clear and Sunny,56,Natural,Outdoor,0
TE,Clear,57,Natural,Outdoors,0
DB,Rain,66,Natural,Outdoors,0
DB,Rain,60,Natural,Outdoor,0
OL,Cloudy,48,Natural,Outdoor,0
TE,Cloudy,52,Natural,Outdoor,0
DB,Clear and cold,40,Synthetic,Outdoor,0
OL,Cloudy,45,Synthetic,Outdoor,0
RB,Partly cloudy,46,Synthetic,Outdoors,0
LB,Cloudy,52,Natural,Outdoors,0
WR,Partly cloudy,70,Natural,Outdoor,0
LB,Mostly cloudy,67,Synthetic,"Domed, open",0
OL,Cloudy,79,Natural,Outdoor,0
OL,Cloudy,91,Natural,Outdoor,0
DB,Cloudy,43,Natural,Outdoor,0
WR,Clear Skies,48,Natural,Outdoors,0
DB,Cloudy,42,Natural,Outdoor,0
OL,Cloudy,91,Natural,Outdoor,0
DL,Sunny,61,Synthetic,Outdoor,0
WR,Cloudy,82,Natural,Outdoor,0
RB,Sunny,45,Natural,Outdoor,0
LB,Partly Cloudy,56,Natural,Outdoors,0
WR,Clear and cold,40,Synthetic,Outdoor,0
LB,Cloudy,81,Natural,Outdoors,0
OL,Sunny,19,Natural,Outdoor,0
WR,Sunny,28,Natural,Outdoor,0
DB,Clear,59,Natural,Outdoor,0
LB,Cloudy,77,Natural,Outdoor,0
OL,Clear,82,Natural,Outdoor,0
DB,Cloudy,45,Synthetic,Outdoor,0
DL,Cloudy,44,Natural,Outdoor,0
DB,Cloudy,53,Natural,Outdoor,0
DB,Clear,49,Natural,Outdoors,0
DB,Cloudy,42,Synthetic,Retr. Roof-Closed,0
LB,Rain,61,Natural,Outdoor,0
WR,Mostly Cloudy,60,Natural,Outdoor,0
LB,Sunny,69,Synthetic,Indoors,0
OL,Cloudy,52,Natural,Outdoor,0
DL,Cloudy,53,Synthetic,Outdoor,0
WR,Mostly sunny,49,Synthetic,Outdoors,0
OL,Mostly Cloudy,60,Natural,Outdoor,0
OL,Cloudy,53,Synthetic,Outdoor,0
OL,Clear,61,Synthetic,Outdoor,0
DB,Light Rain,61,Natural,Outdoor,0
LB,Partly Cloudy,84,Synthetic,Indoors,0
WR,Partly cloudy,46,Synthetic,Outdoors,0
WR,Cloudy,72,Natural,Outdoor,0
DB,Sunny,62,Natural,Outdoors,0
WR,Sunny,70,Natural,Outdoors,0
DL,Partly Cloudy,56,Natural,Outdoors,0
LB,Cloudy,48,Synthetic,Outdoor,0
LB,Sunny,53,Natural,Outdoor,0
OL,Cloudy,79,Natural,Outdoor,0
WR,Cloudy,42,Synthetic,Outdoors,0
DB,Heat Index 95,89,Natural,Outdoor,0
LB,Indoor,70,Synthetic,Indoors,0
OL,Partly Cloudy,89,Natural,Outdoor,0
DL,Sunny,84,Synthetic,Outdoor,0
DB,Fair,50,Natural,Outdoor,0
LB,Partly Cloudy,79,Synthetic,Indoors,0
WR,Cloudy,58,Natural,Outdoor,0
OL,Partly Cloudy,33,Natural,Outdoor,0
WR,Sunny,69,Natural,Outdoor,0
DL,Cloudy,66,Synthetic,Retractable Roof,0
LB,Sunny,61,Natural,Outdoor,0
DB,Clear,71,Natural,Outdoor,0
LB,Cloudy,44,Natural,Outdoor,0
WR,Mostly cloudy,67,Synthetic,"Domed, open",0
WR,Cloudy,91,Natural,Outdoor,0
OL,Partly Cloudy,56,Natural,Outdoor,0
DB,"Sunny, Windy",55,Natural,Outdoor,0
DB,Clear,55,Natural,Outdoor,0
OL,Sunny,92,Natural,Outdoor,0
DL,Controlled Climate,68,Synthetic,Indoors,0
LB,Clear and warm,63,Synthetic,Outdoor,0
DB,Fair,45,Natural,Outdoor,0
OL,Mostly Cloudy,25,Natural,Outdoor,0
DL,Cloudy,44,Synthetic,Outdoor,0
RB,Sunny,46,Natural,Outdoors,0
OL,Clear,82,Natural,Dome,0
WR,Clear,82,Natural,Dome,0
OL,Cloudy,65,Natural,Outdoor,0
LB,Sunny,59,Synthetic,"Domed, open",0
LB,Cold,38,Natural,Outdoor,0
OL,Cloudy,50,Synthetic,Outdoor,0
DL,"Cloudy, fog started developing in 2nd quarter",56,Synthetic,Outdoor,0
DB,Sunny,67,Natural,Outdoors,0
TE,Cloudy,33,Natural,Outdoor,0
DB,Partly Cloudy,72,Natural,Outdoor,0
WR,Clear,55,Natural,Outdoor,0
LB,Cloudy,65,Natural,Outdoor,0
RB,Sunny,54,Natural,Outdoor,0
DB,Sunny,63,Synthetic,Outdoor,0
WR,Sunny,60,Synthetic,Retractable Roof,0
LB,Mostly Cloudy,85,Synthetic,Indoors,0
WR,Sunny,61,Synthetic,Outdoor,0
OL,Clear,82,Natural,Outdoor,0
LB,Cloudy,48,Natural,Outdoor,0
DB,Clear,68,Synthetic,Outdoor,0
WR,Sunny,64,Synthetic,Outdoor,0
DB,Sunny,60,Natural,Outdoors,0
LB,Partly Sunny,69,Natural,Outdoor,0
WR,Sunny,66,Natural,Outdoor,0
TE,Sunny,72,Natural,Dome,0
LB,Cloudy,77,Synthetic,Indoors,0
DB,Partly Cloudy,72,Natural,Outdoor,0
DB,Partly Cloudy,79,Synthetic,Indoors,0
RB,Sunny,44,Natural,Outdoor,0
DL,Sunny,72,Natural,Dome,0
DB,Partly Cloudy,85,Synthetic,Retractable Roof,0
DB,Mostly Sunny,41,Natural,Outdoor,0
WR,Sunny,83,Synthetic,Outdoors,0
DB,Rain,66,Natural,Outdoors,0
LB,Clear,37,Natural,Outdoor,0
LB,Cloudy,66,Natural,Outdoor,0
OL,Sunny,81,Natural,Ourdoor,0
DB,Sunny,46,Natural,Outdoors,0
OL,Rain shower,39,Synthetic,Outdoors,0
WR,"Cloudy, light snow accumulating 1-3""",24,Natural,Outdoor,0
